path_id,macro_regime_v15,base_default_multiplier,base_lgd_multiplier,base_prepay_multiplier,vintage_amplitude,calibration_scope
332,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
333,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
334,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
335,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
336,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
337,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
338,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
339,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
340,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
341,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
342,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
343,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
344,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
345,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
346,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
347,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
348,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
349,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
350,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
351,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
352,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
353,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
354,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
355,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
356,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
357,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
358,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
359,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
360,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
361,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
362,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
363,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
364,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
365,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
366,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
367,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
368,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
369,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
370,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
371,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
372,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
373,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
374,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
375,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
376,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
377,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
378,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
379,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
380,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
381,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
382,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
383,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
384,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
385,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
386,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
387,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
388,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
389,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
390,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
391,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
392,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
393,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
394,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
395,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
396,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
397,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
398,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
399,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
400,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
401,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
402,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
403,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
404,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
405,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
406,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
407,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
408,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
409,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
410,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
411,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
412,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
413,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
414,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
415,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
416,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
417,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
418,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
419,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
420,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
421,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
422,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
423,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
424,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
425,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
426,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
427,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
428,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
429,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
430,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
431,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
432,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
433,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
434,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
435,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
436,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
437,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
438,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
439,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
440,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
441,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
442,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
443,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
444,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
445,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
446,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
447,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
448,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
449,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
450,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
451,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
452,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
453,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
454,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
455,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
456,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
457,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
458,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
459,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
460,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
461,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
462,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
463,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
464,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
465,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
466,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
467,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
468,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
469,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
470,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
471,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
472,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
473,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
474,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
475,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
476,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
477,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
478,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
479,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
480,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
481,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
482,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
483,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
484,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
485,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
486,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
487,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
488,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
489,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
490,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
491,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
492,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
493,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
494,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
495,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
496,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
497,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
498,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
499,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
500,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
501,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
502,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
503,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
504,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
505,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
506,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
507,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
508,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
509,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
510,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
511,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
