candidate_rank_v288,added_loan_id_v288,added_loan_amount_v288,added_mean_return_v288,pricing_block_ids_v288,relief_milp_success_v288,relief_milp_status_v288,relief_milp_gap_v288,drop_count_v288,drop_exposure_v288,drop_mean_return_v288,return_delta_after_exact_relief_v288,objective_return_after_exact_relief_v288,exposure_after_exact_relief_v288,source_min_slack_after_exact_relief_v288,max_source_share_after_exact_relief_v288,source_cap_violations_after_exact_relief_v288,first_source_block_family_v288,first_source_block_id_v288,cvar90_after_exact_relief_v288,budget_source_cvar_feasible_exact_relief_v288,return_positive_exact_relief_v288,exact_relief_entering_column_v288,cardinality_preserved_v288,cardinality_after_exact_relief_v288,claim_boundary_v288
299,160508188,11200.0,278.0362403815413,grade=A|score_decile=0,True,0,0.0,4,11350.0,277.3334797651132,0.7027606164280655,3103.245175802254,843475.0,2.7195389862066932e-05,0.8999673967811731,0,,,98339.15073561847,True,True,True,False,168,rank 201-400 exact joint source-relief diagnostic only; not global pricing
208,134323807,22000.0,323.7883549275356,grade=A|score_decile=0,True,0,0.0,5,22050.0,540.5746166959619,-216.78626176842636,2885.7561534173997,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98297.31342712182,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
319,126629590,20000.0,269.1939876503282,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-220.28573117794048,2882.2566840078857,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98268.42840983,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
266,143367756,21000.0,295.2483864268839,grade=A|score_decile=0,True,0,0.0,5,21000.0,516.437231044407,-221.1888446175231,2881.353570568303,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98347.183341967,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
324,143619222,20000.0,267.72764207435245,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-221.75207675391624,2880.7903384319097,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98338.34853810896,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
339,128935674,20000.0,263.8011721482813,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-225.6785466799874,2876.8638685058386,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98370.16426626858,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
340,138913893,20000.0,262.63158711411785,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-226.84813171415084,2875.694283471675,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98205.52896419297,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
347,163903338,20000.0,259.22211429716015,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-230.25760453110854,2872.2848106547176,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98432.02924701919,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
351,157352727,20000.0,258.1228825882634,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-231.3568362400053,2871.185578945821,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98434.9066205579,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
366,142347009,20000.0,252.19229236357572,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-237.28742646469297,2865.254988721133,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98662.39866863051,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
365,142441528,20000.0,252.19229236357572,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-237.28742646469297,2865.254988721133,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98662.39866863051,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
364,142368638,20000.0,252.19229236357572,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-237.28742646469297,2865.254988721133,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98662.39866863051,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
215,137800551,23000.0,320.4791121492168,grade=A|score_decile=0,True,0,0.0,5,23000.0,564.5608391454888,-244.08172699627198,2858.4606881895543,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98334.0254710947,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
389,131221248,20000.0,243.8742412238809,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-245.6054776043878,2856.936937581438,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98245.1434218553,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
398,126782406,20000.0,241.85407088793724,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-247.62564794033145,2854.9167672454946,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,97903.49242353602,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
399,126737906,20000.0,241.85407088793724,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-247.62564794033145,2854.9167672454946,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,97903.49242353602,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
400,126629421,20000.0,241.85407088793724,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-247.62564794033145,2854.9167672454946,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,97903.49242353602,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
307,165448883,22000.0,273.5654635448552,grade=A|score_decile=0,True,0,0.0,5,22050.0,540.5746166959619,-267.0091531511067,2835.5332620347194,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98617.66706870428,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
226,145866553,23725.0,313.3971418529192,grade=A|score_decile=0,True,0,0.0,6,23850.0,584.8012165757013,-271.4040747227821,2831.1383404630437,843500.0,2.2841734839573746e-05,0.8999703615886189,0,,,98734.20537783181,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
388,138916667,21000.0,244.70406234969684,grade=A|score_decile=0,True,0,0.0,5,21000.0,516.437231044407,-271.7331686947101,2830.809246491116,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98677.15168564484,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
330,131110989,22000.0,264.90682229621444,grade=A|score_decile=0,True,0,0.0,5,22050.0,540.5746166959619,-275.6677943997475,2826.8746207860786,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98344.25799438589,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
298,134585619,23000.0,279.272345137064,grade=A|score_decile=0,True,0,0.0,5,23000.0,564.5608391454888,-285.2884940084248,2817.253921177401,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98494.96092158442,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
220,140538865,25000.0,317.1248666011275,grade=A|score_decile=0,True,0,0.0,5,25000.0,614.1325334383623,-297.0076668372348,2805.534748348591,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98757.81992292644,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
275,126202479,24000.0,290.2248850655248,grade=A|score_decile=0,True,0,0.0,6,24000.0,589.7504680825189,-299.52558301699406,2803.016832168832,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,97778.36911763204,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
274,127319145,24000.0,290.2248850655248,grade=A|score_decile=0,True,0,0.0,6,24000.0,589.7504680825189,-299.52558301699406,2803.016832168832,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,97778.36911763204,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
358,152959310,23000.0,253.9313809109276,grade=A|score_decile=0,True,0,0.0,5,23000.0,564.5608391454888,-310.6294582345612,2791.9129569512647,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98441.08353220447,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
252,126640900,25000.0,302.3175886099217,grade=A|score_decile=0,True,0,0.0,5,25000.0,614.1325334383623,-311.8149448284406,2790.7274703573853,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,97586.13221195053,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
321,158837075,23650.0,268.9408509581132,grade=A|score_decile=0,True,0,0.0,7,23650.0,582.0118945731766,-313.07104361506345,2789.4713715707626,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98518.7686539425,True,False,False,False,165,rank 201-400 exact joint source-relief diagnostic only; not global pricing
268,146777657,25000.0,294.79718399487587,grade=A|score_decile=0,True,0,0.0,5,25000.0,614.1325334383623,-319.33534944348645,2783.2070657423396,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98253.78897885073,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
394,141046860,23000.0,242.28700207926093,grade=A|score_decile=0,True,0,0.0,5,23000.0,564.5608391454888,-322.2738370662279,2780.2685781195983,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98340.72999916239,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
331,146953702,24000.0,264.6534062101404,grade=A|score_decile=0,True,0,0.0,6,24000.0,589.7504680825189,-325.09706187237845,2777.4453533134474,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98422.4581884265,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
277,155903325,25000.0,287.86931499501674,grade=A|score_decile=0,True,0,0.0,5,25000.0,614.1325334383623,-326.2632184433456,2776.2791967424805,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98288.33667585341,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
354,141082170,24000.0,255.661824625747,grade=A|score_decile=0,True,0,0.0,6,24000.0,589.7504680825189,-334.0886434567719,2768.453771729054,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98324.89537013092,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
360,143141044,24000.0,253.42672734501025,grade=A|score_decile=0,True,0,0.0,6,24000.0,589.7504680825189,-336.3237407375086,2766.2186744483174,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98317.57297367518,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
305,148117806,25000.0,275.6806314688965,grade=A|score_decile=0,True,0,0.0,5,25000.0,614.1325334383623,-338.45190196946584,2764.0905132163603,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98257.05832736142,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
306,135906612,25000.0,274.2583316630477,grade=A|score_decile=0,True,0,0.0,5,25000.0,614.1325334383623,-339.8742017753146,2762.6682134105113,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,97773.42911090297,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
386,133721172,24000.0,246.93072525354617,grade=A|score_decile=0,True,0,0.0,6,24000.0,589.7504680825189,-342.8197428289727,2759.7226723568533,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,97972.13272488916,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
313,128246744,25000.0,270.9121318786981,grade=A|score_decile=0,True,0,0.0,5,25000.0,614.1325334383623,-343.2204015596642,2759.3220136261616,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,97717.46260331139,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
338,143024748,25000.0,263.9861743177191,grade=A|score_decile=0,True,0,0.0,5,25000.0,614.1325334383623,-350.14635912064324,2752.3960560651826,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98147.80289532876,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
341,159061780,25000.0,262.51557661928257,grade=A|score_decile=0,True,0,0.0,5,25000.0,614.1325334383623,-351.61695681907975,2750.925458366746,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98872.66091663002,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
361,134163699,25000.0,253.25945187418037,grade=A|score_decile=0,True,0,0.0,5,25000.0,614.1325334383623,-360.8730815641819,2741.669333621644,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,97834.95637777148,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
301,141765105,26000.0,276.9669766778926,grade=A|score_decile=0,True,0,0.0,6,26050.0,639.5884606681809,-362.6214839902883,2739.920931195538,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98355.45405814504,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
373,149354290,25000.0,250.2526091481005,grade=A|score_decile=0,True,0,0.0,5,25000.0,614.1325334383623,-363.8799242902618,2738.662490895564,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98319.62935220217,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
384,140832746,25000.0,246.9679126019473,grade=A|score_decile=0,True,0,0.0,5,25000.0,614.1325334383623,-367.164620836415,2735.377794349411,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98160.2017879781,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
385,139306657,25000.0,246.9679126019473,grade=A|score_decile=0,True,0,0.0,5,25000.0,614.1325334383623,-367.164620836415,2735.377794349411,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98160.2017879781,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
387,140537429,25000.0,245.38861869929613,grade=A|score_decile=0,True,0,0.0,5,25000.0,614.1325334383623,-368.7439147390662,2733.79850044676,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98162.80654246989,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
302,161830655,26300.0,275.77777485712284,grade=A|score_decile=0,True,0,0.0,7,26300.0,646.0244355048989,-370.246660647776,2732.29575453805,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98804.16033541755,True,False,False,False,165,rank 201-400 exact joint source-relief diagnostic only; not global pricing
317,157002573,26300.0,269.75312113963406,grade=A|score_decile=0,True,0,0.0,7,26300.0,646.0244355048989,-376.2713143652648,2726.271100820561,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98841.73124692225,True,False,False,False,165,rank 201-400 exact joint source-relief diagnostic only; not global pricing
345,148276894,26000.0,260.2627135140244,grade=A|score_decile=0,True,0,0.0,6,26050.0,639.5884606681809,-379.3257471541565,2723.2166680316695,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98526.22097713297,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
260,128767377,27600.0,299.08699359408286,grade=A|score_decile=0,True,0,0.0,8,27750.0,681.9559289953866,-382.8689354013037,2719.6734797845224,843475.0,2.7195389862066932e-05,0.8999673967811731,0,,,97765.60665035596,True,False,False,False,164,rank 201-400 exact joint source-relief diagnostic only; not global pricing
246,136742560,28575.0,306.16713813669827,grade=A|score_decile=0,True,0,0.0,5,28575.0,705.0311539519473,-398.86401581524905,2703.678399370577,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98978.41736332628,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
201,147308458,30000.0,330.8167577626759,grade=A|score_decile=0,True,0,0.0,6,30050.0,737.2837630621364,-406.4670052994605,2696.0754098863654,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98279.24753378557,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
212,136911871,30000.0,321.43531562907987,grade=A|score_decile=0,True,0,0.0,6,30050.0,737.2837630621364,-415.8484474330565,2686.6939677527694,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98952.17313554695,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
214,130994840,30000.0,320.8145753581198,grade=A|score_decile=0,True,0,0.0,6,30050.0,737.2837630621364,-416.4691877040166,2686.073227481809,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98059.12259411339,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
217,141367322,30000.0,319.57728078218383,grade=A|score_decile=0,True,0,0.0,6,30050.0,737.2837630621364,-417.7064822799525,2684.8359329058735,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98157.29401091611,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
221,143025730,30000.0,316.78340918126304,grade=A|score_decile=0,True,0,0.0,6,30050.0,737.2837630621364,-420.5003538808733,2682.0420613049528,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98148.14101534641,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
222,143051689,30000.0,316.78340918126304,grade=A|score_decile=0,True,0,0.0,6,30050.0,737.2837630621364,-420.5003538808733,2682.0420613049528,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98148.14101534641,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
232,150454781,30000.0,312.33950018361503,grade=A|score_decile=0,True,0,0.0,6,30050.0,737.2837630621364,-424.94426287852133,2677.5981523073046,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98947.49677479427,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
353,130820965,28000.0,257.399334841032,grade=A|score_decile=0,True,0,0.0,6,28050.0,687.7120687692627,-430.3127339282307,2672.229681257595,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,97971.20871062951,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
247,131213218,30000.0,303.9113422490164,grade=A|score_decile=0,True,0,0.0,6,30050.0,737.2837630621364,-433.37242081311996,2669.1699943727062,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,97772.72519427765,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
254,148981250,30000.0,300.3031309777204,grade=A|score_decile=0,True,0,0.0,6,30050.0,737.2837630621364,-436.98063208441596,2665.56178310141,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98354.33276359449,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
262,130143567,30000.0,298.7342957932189,grade=A|score_decile=0,True,0,0.0,6,30050.0,737.2837630621364,-438.54946726891745,2663.9929479169086,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,97713.02078247326,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
264,139638153,30000.0,296.3614951223368,grade=A|score_decile=0,True,0,0.0,6,30050.0,737.2837630621364,-440.92226793979955,2661.6201472460266,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98163.0196865256,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
265,140166834,30000.0,296.3614951223368,grade=A|score_decile=0,True,0,0.0,6,30050.0,737.2837630621364,-440.92226793979955,2661.6201472460266,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98163.0196865256,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
342,137679882,29025.0,261.4645043445313,grade=A|score_decile=0,True,0,0.0,7,29050.0,712.9016977062928,-451.4371933617615,2651.1052218240648,843600.0,5.429695151937253e-06,0.8999822190611664,0,,,99472.60012229184,True,False,False,False,165,rank 201-400 exact joint source-relief diagnostic only; not global pricing
280,125880140,30000.0,284.9219138981492,grade=A|score_decile=0,True,0,0.0,6,30050.0,737.2837630621364,-452.36184916398713,2650.180566021839,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,97915.91166147463,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
296,129439565,30000.0,279.33477919519606,grade=A|score_decile=0,True,0,0.0,6,30050.0,737.2837630621364,-457.9489838669403,2644.593431318886,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,97744.02359164374,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
315,163487693,30000.0,270.60932241508755,grade=A|score_decile=0,True,0,0.0,6,30050.0,737.2837630621364,-466.6744406470488,2635.867974538777,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,99681.53929656022,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
362,137462166,30000.0,252.73750229915063,grade=A|score_decile=0,True,0,0.0,6,30050.0,737.2837630621364,-484.54626076298575,2617.9961544228404,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98216.06558514773,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
375,137840623,30000.0,250.0162332381092,grade=A|score_decile=0,True,0,0.0,6,30050.0,737.2837630621364,-487.2675298240272,2615.2748853617986,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98154.50686693222,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
205,131741634,33400.0,328.29736844799334,grade=A|score_decile=0,True,0,0.0,7,33475.0,823.0893588938627,-494.7919904458694,2607.7504247399565,843550.0,1.4135198961096052e-05,0.8999762906763085,0,,,99036.25023126413,True,False,False,False,165,rank 201-400 exact joint source-relief diagnostic only; not global pricing
209,125723058,34000.0,322.9115024179022,grade=A|score_decile=0,True,0,0.0,6,34050.0,837.0250193051954,-514.1135168872931,2588.4288982985327,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98035.31900566822,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
295,152773577,33000.0,279.44658513315653,grade=A|score_decile=0,True,0,0.0,6,33000.0,812.3648833793566,-532.9182982462,2569.624116939626,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98426.24488569425,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
211,132180908,35000.0,321.74916855128987,grade=A|score_decile=0,True,0,0.0,1,35000.0,858.3018037609215,-536.5526352096317,2565.9897799761943,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98565.18251925624,True,False,False,True,171,rank 201-400 exact joint source-relief diagnostic only; not global pricing
210,131466556,35000.0,321.74916855128987,grade=A|score_decile=0,True,0,0.0,1,35000.0,858.3018037609215,-536.5526352096317,2565.9897799761943,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98565.18251925624,True,False,False,True,171,rank 201-400 exact joint source-relief diagnostic only; not global pricing
244,132314012,35000.0,306.3213746607984,grade=A|score_decile=0,True,0,0.0,1,35000.0,858.3018037609215,-551.980429100123,2550.561986085703,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98590.0435793561,True,False,False,True,171,rank 201-400 exact joint source-relief diagnostic only; not global pricing
272,139021050,35000.0,291.6856054444607,grade=A|score_decile=0,True,0,0.0,1,35000.0,858.3018037609215,-566.6161983164609,2535.926216869365,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,99020.45233894016,True,False,False,True,171,rank 201-400 exact joint source-relief diagnostic only; not global pricing
271,137814168,35000.0,291.6856054444607,grade=A|score_decile=0,True,0,0.0,1,35000.0,858.3018037609215,-566.6161983164609,2535.926216869365,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,99020.45233894016,True,False,False,True,171,rank 201-400 exact joint source-relief diagnostic only; not global pricing
282,133934085,34975.0,284.0677646016936,grade=A|score_decile=0,True,0,0.0,1,35000.0,858.3018037609215,-574.2340391592279,2528.308376026598,843600.0,5.429695151937253e-06,0.8999822190611664,0,,,99205.5074093854,True,False,False,True,171,rank 201-400 exact joint source-relief diagnostic only; not global pricing
250,136489387,36000.0,303.2850027589806,grade=A|score_decile=0,True,0,0.0,2,36000.0,885.6866795085152,-582.4016767495345,2520.1407384362915,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,99107.93291862884,True,False,False,False,170,rank 201-400 exact joint source-relief diagnostic only; not global pricing
309,146400638,35000.0,273.3350880864988,grade=A|score_decile=0,True,0,0.0,1,35000.0,858.3018037609215,-584.9667156744227,2517.5756995114034,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,99723.81455214883,True,False,False,True,171,rank 201-400 exact joint source-relief diagnostic only; not global pricing
256,138055910,36000.0,300.0194798857311,grade=A|score_decile=0,True,0,0.0,2,36000.0,885.6866795085152,-585.6671996227842,2516.875215563042,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,99034.0624567702,True,False,False,False,170,rank 201-400 exact joint source-relief diagnostic only; not global pricing
255,138971225,36000.0,300.0194798857311,grade=A|score_decile=0,True,0,0.0,2,36000.0,885.6866795085152,-585.6671996227842,2516.875215563042,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,99034.0624567702,True,False,False,False,170,rank 201-400 exact joint source-relief diagnostic only; not global pricing
257,137741971,36000.0,300.0194798857311,grade=A|score_decile=0,True,0,0.0,2,36000.0,885.6866795085152,-585.6671996227842,2516.875215563042,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,99034.0624567702,True,False,False,False,170,rank 201-400 exact joint source-relief diagnostic only; not global pricing
259,134914787,36000.0,299.4354898814225,grade=A|score_decile=0,True,0,0.0,2,36000.0,885.6866795085152,-586.2511896270928,2516.2912255587335,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,99135.89469922174,True,False,False,False,170,rank 201-400 exact joint source-relief diagnostic only; not global pricing
314,146758551,35000.0,270.85245345923084,grade=A|score_decile=0,True,0,0.0,1,35000.0,858.3018037609215,-587.4493503016906,2515.0930648841354,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,100044.91644980243,True,False,False,True,171,rank 201-400 exact joint source-relief diagnostic only; not global pricing
316,129173562,35000.0,270.0498658891162,grade=A|score_decile=0,True,0,0.0,1,35000.0,858.3018037609215,-588.2519378718054,2514.290477314021,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98987.63308337609,True,False,False,True,171,rank 201-400 exact joint source-relief diagnostic only; not global pricing
292,128548132,36000.0,281.3655763430911,grade=A|score_decile=0,True,0,0.0,2,36000.0,885.6866795085152,-604.3211031654241,2498.221312020402,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,99000.30550819001,True,False,False,False,170,rank 201-400 exact joint source-relief diagnostic only; not global pricing
216,136296264,38000.0,320.1341695789241,grade=A|score_decile=0,True,0,0.0,2,38000.0,931.0204575428506,-610.8862879639265,2491.6561272218996,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98944.79939699275,True,False,False,False,170,rank 201-400 exact joint source-relief diagnostic only; not global pricing
223,139274406,38000.0,316.6872287682717,grade=A|score_decile=0,True,0,0.0,2,38000.0,931.0204575428506,-614.3332287745789,2488.209186411247,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98866.82502058643,True,False,False,False,170,rank 201-400 exact joint source-relief diagnostic only; not global pricing
396,132195268,35000.0,242.27081518396736,grade=A|score_decile=0,True,0,0.0,1,35000.0,858.3018037609215,-616.0309885769542,2486.5114266088717,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,99207.30527519231,True,False,False,True,171,rank 201-400 exact joint source-relief diagnostic only; not global pricing
397,132739957,35000.0,242.27081518396736,grade=A|score_decile=0,True,0,0.0,1,35000.0,858.3018037609215,-616.0309885769542,2486.5114266088717,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,99207.30527519231,True,False,False,True,171,rank 201-400 exact joint source-relief diagnostic only; not global pricing
