link_asset_id,parent_activity_id,parent_post_number,source_url,canonical_url,http_status,source_type,access_status,title,local_html_path,local_text_path,local_binary_path,checksum,handling_decision,claim_use_rule,stop_condition,error
7358383766534316032_external_01,7358383766534316032,37,https://www.linkedin.com/company/compute-paris/,https://www.linkedin.com/company/compute-paris/,200,linkedin_company,reachable,Compute! Paris | LinkedIn,external_sources/raw/7358383766534316032_external_01/source.html,external_sources/raw/7358383766534316032_external_01/source_text.txt,,190cd7a2f102b3c867598cf4ae94eddefd168015ab4a36d7f62a225da26d2c87,archive_identity_or_context_source,Do not use as evidence for technical claims; keep only for provenance/context.,"Stop after canonical URL, status, and non-claim role are recorded.",
7358383766534316032_external_02,7358383766534316032,37,https://lnkd.in/dK23jsi5,https://www.youtube.com/watch?v=-gYnfA0e5ic,200,external_web,reachable,KEYNOTE: Olivier Grisel - Handling predictive uncertainty in Machine Learning | PyData Paris 2024,external_sources/raw/7358383766534316032_external_02/source.html,external_sources/raw/7358383766534316032_external_02/source_text.txt,,a972dd2abdfde4ddd2c200ad106920b30bf60c1648f1ba50624539a7927dcbd1,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
7356587000176533504_external_01,7356587000176533504,38,https://lnkd.in/ergBHqKp,https://arxiv.org/html/2412.15321v2,200,preprint,reachable,Next Patch Prediction for AutoRegressive Visual Generation,external_sources/raw/7356587000176533504_external_01/source.html,external_sources/raw/7356587000176533504_external_01/source_text.txt,,cac3aa0352586305a28bcfc1ee51b0b1fc4ad1da64935849c86211f7b9efb73e,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7356587000176533504_external_02,7356587000176533504,38,https://lnkd.in/epurVvP8,https://github.com/deburky/language-models/tree/main/patch-gpt,200,github,reachable,language-models/patch-gpt at main · deburky/language-models,external_sources/raw/7356587000176533504_external_02/source.html,external_sources/raw/7356587000176533504_external_02/source_text.txt,,25ca6fb88ad98d50a6d1e565d06141183a2868b299411819912f0810a17ec883,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7351513545626312704_external_01,7351513545626312704,40,https://lnkd.in/drhNP6zb,https://docs.google.com/document/d/e/2PACX-1vRZ7ijvgma9O7YglCiZgyCPErfiXYz5dLB5BeAKKOKII5b8vuAtuZt0ke_xcVcZP8oZIm-urIMskAEr/pub,200,external_web,reachable,"Lending, Credit Risk & Data Science",external_sources/raw/7351513545626312704_external_01/source.html,external_sources/raw/7351513545626312704_external_01/source_text.txt,,8ab2d371918712f64a4689266dc96968d285fa938a676adf26a2f6f23eeebe41,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
7350773655057960960_external_01,7350773655057960960,41,https://lnkd.in/d5x4qqY7,https://nbviewer.org/github/deburky/calibration/blob/main/chi-square/metropolis-hastings-mcmc.ipynb,200,external_web,reachable,Jupyter Notebook Viewer,external_sources/raw/7350773655057960960_external_01/source.html,external_sources/raw/7350773655057960960_external_01/source_text.txt,,cb499b8cf00fa9921c77f4e1c3dda2b726d1667fd80543e1ac1853f06af91544,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
7350773655057960960_external_02,7350773655057960960,41,https://matplotlib.org,https://matplotlib.org,200,official_documentation,reachable,Matplotlib — Visualization with Python,external_sources/raw/7350773655057960960_external_02/source.html,external_sources/raw/7350773655057960960_external_02/source_text.txt,,f5ed5629b377dc462264d3702ffd54709e185f91deba453b8c7cb9f6e5e52638,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7348984398186229761_external_01,7348984398186229761,42,https://lnkd.in/d852UZYK,https://royalsociety.org/medals-and-prizes/science-book-prize/books/2024/everything-is-predictable/,200,external_web,reachable,Everything Is Predictable by Tom Chivers | Royal Society,external_sources/raw/7348984398186229761_external_01/source.html,external_sources/raw/7348984398186229761_external_01/source_text.txt,,b6a1f33816c010b4cdff9ba0468c620d9a35cb5346ea60724b33fb9da4788541,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
7346840312377421826_external_01,7346840312377421826,43,https://www.linkedin.com/company/amazon-web-services/,https://www.linkedin.com/company/amazon-web-services/,200,linkedin_company,reachable,Amazon Web Services (AWS) | LinkedIn,external_sources/raw/7346840312377421826_external_01/source.html,external_sources/raw/7346840312377421826_external_01/source_text.txt,,4eaeafbbeaf6adeaf2f740aa8df41a96a8fbf48b57c542706b384190991802d5,archive_identity_or_context_source,Do not use as evidence for technical claims; keep only for provenance/context.,"Stop after canonical URL, status, and non-claim role are recorded.",
7346840312377421826_external_02,7346840312377421826,43,https://www.linkedin.com/company/aws-training-&-certification/,https://www.linkedin.com/showcase/aws-training-&-certification/,200,linkedin_company,reachable,AWS Training &amp; Certification | LinkedIn,external_sources/raw/7346840312377421826_external_02/source.html,external_sources/raw/7346840312377421826_external_02/source_text.txt,,cbcd7b1988c1eddcb181064e16241d5a145457301b179d36d12ab98a60e79d48,archive_identity_or_context_source,Do not use as evidence for technical claims; keep only for provenance/context.,"Stop after canonical URL, status, and non-claim role are recorded.",
7346840312377421826_external_03,7346840312377421826,43,https://www.linkedin.com/company/amazon-sagemaker/,https://www.linkedin.com/company/amazon-sagemaker/,200,linkedin_company,reachable,Amazon SageMaker | LinkedIn,external_sources/raw/7346840312377421826_external_03/source.html,external_sources/raw/7346840312377421826_external_03/source_text.txt,,0c322b60a1398e0c3086ea4e2ee7370d4a45274d39423656a2c37d34cd64f68c,archive_identity_or_context_source,Do not use as evidence for technical claims; keep only for provenance/context.,"Stop after canonical URL, status, and non-claim role are recorded.",
7302591232625541122_external_01,7302591232625541122,44,https://lnkd.in/dxHKBP5C,https://cacm.acm.org/research/explainability-is-not-a-game/,200,external_web,reachable,Explainability is Not a Game – Communications of the ACM,external_sources/raw/7302591232625541122_external_01/source.html,external_sources/raw/7302591232625541122_external_01/source_text.txt,,db2c289659c081fc336d58a44a6697b24237e12ffcc7e8e08158a53c2943bed1,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
7297638535648481280_external_01,7297638535648481280,45,https://lnkd.in/d4hMpsps,https://github.com/xRiskLab/pearsonify,200,github,reachable,GitHub - xRiskLab/pearsonify: Lightweight Python package for generating classification intervals in binary classification tasks using Pearson residuals and conformal prediction,external_sources/raw/7297638535648481280_external_01/source.html,external_sources/raw/7297638535648481280_external_01/source_text.txt,,b44c7730296e87e0a4d44157c060bf21f530a9928305464eb190580933851dd7,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7287502960530518016_external_01,7287502960530518016,47,https://lnkd.in/dWX_RXzs,https://github.com/xRiskLab/xBooster,200,github,reachable,"GitHub - xRiskLab/xBooster: Explainable Boosted Scoring with Python: turning XGBoost, LightGBM, and CatBoost into explainable scorecards",external_sources/raw/7287502960530518016_external_01/source.html,external_sources/raw/7287502960530518016_external_01/source_text.txt,,b80e22df21ed0211150e1c8788da762e74d7c0563bdb3dede4f1168037c78adf,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7272626194091552768_external_01,7272626194091552768,49,https://lnkd.in/dBuxEQTq,https://github.com/xRiskLab/woeboost,200,github,reachable,GitHub - xRiskLab/woeboost: Weight of Evidence (WOE) Gradient Boosting,external_sources/raw/7272626194091552768_external_01/source.html,external_sources/raw/7272626194091552768_external_01/source_text.txt,,69bc659d327e900b9f0590b2916c48ceaf9917ae00cdf2ed318b375fa2bb0127,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7272626194091552768_external_02,7272626194091552768,49,https://lnkd.in/dPYBzzYi,https://deburky.medium.com/woeboost-a-boosted-scoring-system-db74bf6f1138,200,blog_medium,reachable,WoeBoost: A Boosted Scoring System | by Denis Burakov | Medium,external_sources/raw/7272626194091552768_external_02/source.html,external_sources/raw/7272626194091552768_external_02/source_text.txt,,3192c68ff72c3004c6c2e305b794bae93af1be68d1f9f1bd06ba5dd908c20dc3,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
7272626194091552768_external_03,7272626194091552768,49,https://tr.ee/sRiUqNv49i,https://linktr.ee/deburky?lt_utm_source=lt_admin_share_link#437048361,200,link_aggregator,reachable,deburky | Linktree,external_sources/raw/7272626194091552768_external_03/source.html,external_sources/raw/7272626194091552768_external_03/source_text.txt,,f1a48101c4533f1e42021c04fe0d0a11decbea6e5c0fe0566dba3fdf5d442f0f,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
7272626194091552768_external_04,7272626194091552768,49,https://lnkd.in/d3G3vv5q,https://colab.research.google.com/github/deburky/boosting-scorecards/blob/main/other_notebooks/WoeBoost.ipynb,200,external_web,reachable,Google Colab,external_sources/raw/7272626194091552768_external_04/source.html,external_sources/raw/7272626194091552768_external_04/source_text.txt,,55be7e6d55724c32105248b7848e76e70b8caab6350c97516f351d399716b9c3,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
7272626194091552768_external_05,7272626194091552768,49,https://lnkd.in/dsbbHi-M,https://linktr.ee/deburky,200,link_aggregator,reachable,deburky | Linktree,external_sources/raw/7272626194091552768_external_05/source.html,external_sources/raw/7272626194091552768_external_05/source_text.txt,,f1a48101c4533f1e42021c04fe0d0a11decbea6e5c0fe0566dba3fdf5d442f0f,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
7272626194091552768_external_06,7272626194091552768,49,https://lnkd.in/dDgmPkhT,https://www.linkedin.com/posts/denisburakov_woe-estimators-for-pd-models-activity-7140373482889961472-zRus?utm_source=share&utm_medium=member_desktop,200,linkedin_post_or_article,reachable,WOE Estimators for PD Models | Denis Burakov | 50 comments,external_sources/raw/7272626194091552768_external_06/source.html,external_sources/raw/7272626194091552768_external_06/source_text.txt,,869e85cfd7a8c878acb61aa0d302127fcae845155984f8e6767730beead9f3cf,associate_or_spawn_linkedin_child,Capture/read as child post if not already in the 59-post index; LinkedIn-only unless external sources are supplied.,Stop when the linked post is either matched to an indexed activity or logged as child backlog with accessible text/assets.,
7272626194091552768_external_07,7272626194091552768,49,https://linktr.ee/deburky,https://linktr.ee/deburky,200,link_aggregator,reachable,deburky | Linktree,external_sources/raw/7272626194091552768_external_07/source.html,external_sources/raw/7272626194091552768_external_07/source_text.txt,,f1a48101c4533f1e42021c04fe0d0a11decbea6e5c0fe0566dba3fdf5d442f0f,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
7259829440568836097_external_01,7259829440568836097,50,https://lnkd.in/dUs2Uf6y,https://linktr.ee/deburky,200,link_aggregator,reachable,deburky | Linktree,external_sources/raw/7259829440568836097_external_01/source.html,external_sources/raw/7259829440568836097_external_01/source_text.txt,,f1a48101c4533f1e42021c04fe0d0a11decbea6e5c0fe0566dba3fdf5d442f0f,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
7259829440568836097_external_02,7259829440568836097,50,https://lnkd.in/d7PAabw3,https://www.linkedin.com/posts/denisburakov_weighted-logistic-regression-activity-7186249596044496897-By5E?utm_source=share&utm_medium=member_desktop,200,linkedin_post_or_article,reachable,Weighted Logistic Regression | Denis Burakov,external_sources/raw/7259829440568836097_external_02/source.html,external_sources/raw/7259829440568836097_external_02/source_text.txt,,07961938c18a1a68ff0bd7f85bb39fc2e7b175f106ecd7da5375b6630be69908,associate_or_spawn_linkedin_child,Capture/read as child post if not already in the 59-post index; LinkedIn-only unless external sources are supplied.,Stop when the linked post is either matched to an indexed activity or logged as child backlog with accessible text/assets.,
7259829440568836097_external_03,7259829440568836097,50,https://linktr.ee/deburky,https://linktr.ee/deburky,200,link_aggregator,reachable,deburky | Linktree,external_sources/raw/7259829440568836097_external_03/source.html,external_sources/raw/7259829440568836097_external_03/source_text.txt,,f1a48101c4533f1e42021c04fe0d0a11decbea6e5c0fe0566dba3fdf5d442f0f,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
7254740864336285696_external_01,7254740864336285696,51,https://lnkd.in/dzeBYJn2,https://www.linkedin.com/posts/denisburakov_explainable-boosted-scoring-xbooster-activity-7196388918437548033-jmxE?utm_source=share&utm_medium=member_desktop,200,linkedin_post_or_article,reachable,Explainable Boosted Scoring (xbooster) | Denis Burakov,external_sources/raw/7254740864336285696_external_01/source.html,external_sources/raw/7254740864336285696_external_01/source_text.txt,,555e7d8a03a3f40bf0bc58edd4228f46becc8fada4a43caea82e9ff7a0709e34,associate_or_spawn_linkedin_child,Capture/read as child post if not already in the 59-post index; LinkedIn-only unless external sources are supplied.,Stop when the linked post is either matched to an indexed activity or logged as child backlog with accessible text/assets.,
7254740864336285696_external_02,7254740864336285696,51,https://lnkd.in/dpfBSG4B,https://nbviewer.org/github/deburky/boosting-scorecards/blob/main/other_notebooks/generative-naive-bayes.ipynb,200,external_web,reachable,Jupyter Notebook Viewer,external_sources/raw/7254740864336285696_external_02/source.html,external_sources/raw/7254740864336285696_external_02/source_text.txt,,5d0833de8b579c7844f38d2388c74518a9539ebdca5f12d213fee81dcba1bb08,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
7254740864336285696_external_03,7254740864336285696,51,https://linktr.ee/deburky,https://linktr.ee/deburky,200,link_aggregator,reachable,deburky | Linktree,external_sources/raw/7254740864336285696_external_03/source.html,external_sources/raw/7254740864336285696_external_03/source_text.txt,,f1a48101c4533f1e42021c04fe0d0a11decbea6e5c0fe0566dba3fdf5d442f0f,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
7252204203853443072_external_01,7252204203853443072,52,https://lnkd.in/dJfthBa7,https://linktr.ee/deburky,200,link_aggregator,reachable,deburky | Linktree,external_sources/raw/7252204203853443072_external_01/source.html,external_sources/raw/7252204203853443072_external_01/source_text.txt,,f1a48101c4533f1e42021c04fe0d0a11decbea6e5c0fe0566dba3fdf5d442f0f,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
7252204203853443072_external_02,7252204203853443072,52,https://linktr.ee/deburky,https://linktr.ee/deburky,200,link_aggregator,reachable,deburky | Linktree,external_sources/raw/7252204203853443072_external_02/source.html,external_sources/raw/7252204203853443072_external_02/source_text.txt,,f1a48101c4533f1e42021c04fe0d0a11decbea6e5c0fe0566dba3fdf5d442f0f,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
7247130806010187776_external_01,7247130806010187776,53,https://lnkd.in/edwQq2Rq,https://www.linkedin.com/posts/denisburakov_log-loss-activity-7168870006380740608-Qgbq?utm_source=share&utm_medium=member_desktop,200,linkedin_post_or_article,reachable,Log Loss | Denis Burakov,external_sources/raw/7247130806010187776_external_01/source.html,external_sources/raw/7247130806010187776_external_01/source_text.txt,,93ffb2a1affb97ff4fc73bb1cab71d69c93a365e9a49628616d2bbf61ee0b171,associate_or_spawn_linkedin_child,Capture/read as child post if not already in the 59-post index; LinkedIn-only unless external sources are supplied.,Stop when the linked post is either matched to an indexed activity or logged as child backlog with accessible text/assets.,
7247130806010187776_external_02,7247130806010187776,53,https://lnkd.in/dDgmPkhT,https://www.linkedin.com/posts/denisburakov_woe-estimators-for-pd-models-activity-7140373482889961472-zRus?utm_source=share&utm_medium=member_desktop,200,linkedin_post_or_article,reachable,WOE Estimators for PD Models | Denis Burakov | 50 comments,external_sources/raw/7247130806010187776_external_02/source.html,external_sources/raw/7247130806010187776_external_02/source_text.txt,,9f2f16b90f305219f0dfa7628a68959a791887239745cc7dd4a1166729d12d0b,associate_or_spawn_linkedin_child,Capture/read as child post if not already in the 59-post index; LinkedIn-only unless external sources are supplied.,Stop when the linked post is either matched to an indexed activity or logged as child backlog with accessible text/assets.,
7247130806010187776_external_03,7247130806010187776,53,https://lnkd.in/eHgqXZPJ,https://colab.research.google.com/github/deburky/boosting-scorecards/blob/main/other_notebooks/visualizing_gradient_boosting.ipynb,200,external_web,reachable,Google Colab,external_sources/raw/7247130806010187776_external_03/source.html,external_sources/raw/7247130806010187776_external_03/source_text.txt,,55be7e6d55724c32105248b7848e76e70b8caab6350c97516f351d399716b9c3,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
7247130806010187776_external_04,7247130806010187776,53,https://linktr.ee/deburky,https://linktr.ee/deburky,200,link_aggregator,reachable,deburky | Linktree,external_sources/raw/7247130806010187776_external_04/source.html,external_sources/raw/7247130806010187776_external_04/source_text.txt,,f1a48101c4533f1e42021c04fe0d0a11decbea6e5c0fe0566dba3fdf5d442f0f,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
7242057402705993728_external_01,7242057402705993728,54,https://lnkd.in/eRviDu_i,https://www.linkedin.com/posts/denisburakov_weighted-logistic-regression-activity-7186249596044496897-By5E?utm_source=share&utm_medium=member_desktop,200,linkedin_post_or_article,reachable,Weighted Logistic Regression | Denis Burakov,external_sources/raw/7242057402705993728_external_01/source.html,external_sources/raw/7242057402705993728_external_01/source_text.txt,,26fd0628b538e794503688b0ca88305f59ea0d61417ae6fa9a5d5a0241dc7960,associate_or_spawn_linkedin_child,Capture/read as child post if not already in the 59-post index; LinkedIn-only unless external sources are supplied.,Stop when the linked post is either matched to an indexed activity or logged as child backlog with accessible text/assets.,
7242057402705993728_external_02,7242057402705993728,54,https://lnkd.in/dWX_RXzs,https://github.com/xRiskLab/xBooster,200,github,reachable,"GitHub - xRiskLab/xBooster: Explainable Boosted Scoring with Python: turning XGBoost, LightGBM, and CatBoost into explainable scorecards",external_sources/raw/7242057402705993728_external_02/source.html,external_sources/raw/7242057402705993728_external_02/source_text.txt,,b80e22df21ed0211150e1c8788da762e74d7c0563bdb3dede4f1168037c78adf,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7242057402705993728_external_03,7242057402705993728,54,https://lnkd.in/eHgqXZPJ,https://colab.research.google.com/github/deburky/boosting-scorecards/blob/main/other_notebooks/visualizing_gradient_boosting.ipynb,200,external_web,reachable,Google Colab,external_sources/raw/7242057402705993728_external_03/source.html,external_sources/raw/7242057402705993728_external_03/source_text.txt,,55be7e6d55724c32105248b7848e76e70b8caab6350c97516f351d399716b9c3,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
7242057402705993728_external_04,7242057402705993728,54,https://linktr.ee/deburky,https://linktr.ee/deburky,200,link_aggregator,reachable,deburky | Linktree,external_sources/raw/7242057402705993728_external_04/source.html,external_sources/raw/7242057402705993728_external_04/source_text.txt,,f1a48101c4533f1e42021c04fe0d0a11decbea6e5c0fe0566dba3fdf5d442f0f,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
7239520617035640833_external_01,7239520617035640833,55,https://lnkd.in/dyn72Fmg,https://media.licdn.com/dms/image/v2/D4E12AQG00x7zLEfeAg/article-cover_image-shrink_720_1280/article-cover_image-shrink_720_1280/0/1692903501449?e=2147483647&v=beta&t=P357rFK7KJMbKDQj0IZXU3leYIiy5MEWBmmrDhBECeI,200,external_web,reachable,,external_sources/raw/7239520617035640833_external_01/source.html,external_sources/raw/7239520617035640833_external_01/source_text.txt,,b4d52b6b0da934681a5f7b336674a112b891f06eb8b79460fd7abd596892c4ed,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
7239520617035640833_external_02,7239520617035640833,55,https://linktr.ee/deburky,https://linktr.ee/deburky,200,link_aggregator,reachable,deburky | Linktree,external_sources/raw/7239520617035640833_external_02/source.html,external_sources/raw/7239520617035640833_external_02/source_text.txt,,f1a48101c4533f1e42021c04fe0d0a11decbea6e5c0fe0566dba3fdf5d442f0f,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
7234084801039790080_external_01,7234084801039790080,56,https://lnkd.in/dWX_RXzs,https://github.com/xRiskLab/xBooster,200,github,reachable,"GitHub - xRiskLab/xBooster: Explainable Boosted Scoring with Python: turning XGBoost, LightGBM, and CatBoost into explainable scorecards",external_sources/raw/7234084801039790080_external_01/source.html,external_sources/raw/7234084801039790080_external_01/source_text.txt,,b80e22df21ed0211150e1c8788da762e74d7c0563bdb3dede4f1168037c78adf,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7234084801039790080_external_02,7234084801039790080,56,https://lnkd.in/dsbbHi-M,https://linktr.ee/deburky,200,link_aggregator,reachable,deburky | Linktree,external_sources/raw/7234084801039790080_external_02/source.html,external_sources/raw/7234084801039790080_external_02/source_text.txt,,f1a48101c4533f1e42021c04fe0d0a11decbea6e5c0fe0566dba3fdf5d442f0f,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
7234084801039790080_external_03,7234084801039790080,56,https://lnkd.in/dDgmPkhT,https://www.linkedin.com/posts/denisburakov_woe-estimators-for-pd-models-activity-7140373482889961472-zRus?utm_source=share&utm_medium=member_desktop,200,linkedin_post_or_article,reachable,WOE Estimators for PD Models | Denis Burakov | 50 comments,external_sources/raw/7234084801039790080_external_03/source.html,external_sources/raw/7234084801039790080_external_03/source_text.txt,,9f2f16b90f305219f0dfa7628a68959a791887239745cc7dd4a1166729d12d0b,associate_or_spawn_linkedin_child,Capture/read as child post if not already in the 59-post index; LinkedIn-only unless external sources are supplied.,Stop when the linked post is either matched to an indexed activity or logged as child backlog with accessible text/assets.,
7234084801039790080_external_04,7234084801039790080,56,https://lnkd.in/dRxPhNS5,https://www.linkedin.com/posts/denisburakov_creditrisk-creditriskmodeling-lending-activity-7165608521160421379-hzLO?utm_source=share&utm_medium=member_desktop,200,linkedin_post_or_article,reachable,Scorecarding with Naïve Bayes | Denis Burakov,external_sources/raw/7234084801039790080_external_04/source.html,external_sources/raw/7234084801039790080_external_04/source_text.txt,,3a8b88a85ffb74ed5253eb4104ec6971d4102cc9d0baa4df02a38ae95915db8f,associate_or_spawn_linkedin_child,Capture/read as child post if not already in the 59-post index; LinkedIn-only unless external sources are supplied.,Stop when the linked post is either matched to an indexed activity or logged as child backlog with accessible text/assets.,
7234084801039790080_external_05,7234084801039790080,56,https://linktr.ee/deburky,https://linktr.ee/deburky,200,link_aggregator,reachable,deburky | Linktree,external_sources/raw/7234084801039790080_external_05/source.html,external_sources/raw/7234084801039790080_external_05/source_text.txt,,f1a48101c4533f1e42021c04fe0d0a11decbea6e5c0fe0566dba3fdf5d442f0f,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
7229369908193579009_external_01,7229369908193579009,57,https://lnkd.in/dm-f2tx3,https://colab.research.google.com/github/deburky/boosting-scorecards/blob/main/other_notebooks/visualizing_gradient_boosting.ipynb,200,external_web,reachable,Google Colab,external_sources/raw/7229369908193579009_external_01/source.html,external_sources/raw/7229369908193579009_external_01/source_text.txt,,55be7e6d55724c32105248b7848e76e70b8caab6350c97516f351d399716b9c3,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
7229369908193579009_external_02,7229369908193579009,57,https://lnkd.in/dtwnB9hS,https://www.linkedin.com/posts/denisburakov_gradient-boosting-activity-7173218699191926784-892W?utm_source=share&utm_medium=member_desktop,200,linkedin_post_or_article,reachable,Gradient Boosting | Denis Burakov,external_sources/raw/7229369908193579009_external_02/source.html,external_sources/raw/7229369908193579009_external_02/source_text.txt,,4051c9c7610699518d1b52a29dae74ed77652e5ff4e3fafaddd8f92e203cc4ef,associate_or_spawn_linkedin_child,Capture/read as child post if not already in the 59-post index; LinkedIn-only unless external sources are supplied.,Stop when the linked post is either matched to an indexed activity or logged as child backlog with accessible text/assets.,
7229369908193579009_external_03,7229369908193579009,57,https://lnkd.in/edwQq2Rq,https://www.linkedin.com/posts/denisburakov_log-loss-activity-7168870006380740608-Qgbq?utm_source=share&utm_medium=member_desktop,200,linkedin_post_or_article,reachable,Log Loss | Denis Burakov,external_sources/raw/7229369908193579009_external_03/source.html,external_sources/raw/7229369908193579009_external_03/source_text.txt,,3dc2fd7b73794dd5850dd28fb8821edb9986fae25643e9e7d43c61439c8ec4ca,associate_or_spawn_linkedin_child,Capture/read as child post if not already in the 59-post index; LinkedIn-only unless external sources are supplied.,Stop when the linked post is either matched to an indexed activity or logged as child backlog with accessible text/assets.,
7229369908193579009_external_04,7229369908193579009,57,https://linktr.ee/deburky,https://linktr.ee/deburky,200,link_aggregator,reachable,deburky | Linktree,external_sources/raw/7229369908193579009_external_04/source.html,external_sources/raw/7229369908193579009_external_04/source_text.txt,,f1a48101c4533f1e42021c04fe0d0a11decbea6e5c0fe0566dba3fdf5d442f0f,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
